Event;Result;UTCDate;UTCTime;WhiteElo;BlackElo;ECO;Opening;TimeControl;Termination;Moves
Rated Blitz game;1-0;2013.01.02;10:20:32;1767;1540;C55;Italian Game: Anti-Fried Liver Defense;300+3;Resignation;e4 e5 Nf3 Nc6 Bc4 h6 O-O Bc5 c3 d6 d4 exd4 cxd4 Bb6 d5 Ne5 Be2 Nxf3+ Bxf3 Nf6 a4 h5 Nc3 Bg4 a5 Bc5 Be3 Bxe3 fxe3 Qd7 h3 Bxf3 Qxf3 O-O-O b4 Rdf8 b5 Ng8 b6 a6 bxc7 Kxc7 Na4 f5 Nb6 Qf7 Rac1+ Kb8 Qf4 Qe7 exf5 h4 e4 g6 Nc4 gxf5 Nxd6 Ka8 Nc4 Nh6 e5 Qc5+ Kh2 Qxd5 Nb6+
Rated Classical game;0-1;2013.01.02;10:20:54;1571;1819;B01;Scandinavian Defense: Mieses-Kotroc Variation;300+8;Checkmate;e4 d5 exd5 Qxd5 Nc3 Qd8 d4 c5 Bb5+ Nc6 d5 a6 dxc6 Qxd1+ Nxd1 axb5 c7 e5 Ne3 Bd6 Nd5 Be6 Nb6 Ra6 c8=Q+ Bxc8 Nxc8 Bc7 Be3 b6 O-O-O Nf6 Nd6+ Bxd6 Rxd6 O-O Nf3 Ne4 Rdd1 Rxa2 Nxe5 Ra1#
Rated Blitz game;0-1;2013.01.02;10:20:57;1683;1637;C00;French Defense: Queen's Knight;300+1;Time forfeit;e4 e6 Nc3 d5 exd5 exd5 d4 Nf6 Nf3 Nc6 Bg5 h6 Bh4 Be6 Bb5 Qd7 Ne5 Nxe5 Bxd7+ Nexd7 O-O Be7 Re1 O-O Nb5 Bd8 Bg3 c6 Nd6 b5 b3 Be7 a4 b4 Qd2 a5 Qd3 Bxd6 Bxd6 Ne4 Rxe4 dxe4 Qxe4 Bd5 Qg4 Rfe8 f4 Nf6 Qg3 Ne4
Rated Classical game;0-1;2013.01.02;10:21:22;1540;2005;C50;Italian Game: Giuoco Pianissimo, Normal;660+6;Resignation;e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6 h3 d6 Nc3 Be6 Bxe6 fxe6 Ng5 Qe7 Qf3 O-O Qg3 Nd4 O-O Nxc2 Rb1 Nd4 Be3 Bb4 Bxd4 exd4 Ne2 e5 a3 Bd2 f4 Nh5 Qh4 g6 fxe5 Bxg5 Qg4 dxe5 Rf3 Rxf3 Qxf3 Rf8 Qg4 Be3+ Kh1 Nf4 Nxf4 exf4 g3 f3 Rf1 f2 h4 Qf6 h5 Qf3+ Kh2 Qxg4
Rated Classical game;1-0;2013.01.02;10:15:32;1643;1746;A04;Zukertort Opening: Kingside Fianchetto;1320+8;Checkmate;Nf3 g6 g3 Bg7 Bg2 d5 d4 c6 O-O Nf6 Nc3 O-O Ne5 Nbd7 f4 Nxe5 fxe5 Ne8 e4 dxe4 Nxe4 f5 Ng5 h6 Nf3 Be6 Nh4 Kh7 Qd2 Nc7 b3 Nb5 Bb2 Bxe5 Rad1 Bg7 c4 Nc7 Nf3 Qd7 Qe3 Rad8 Ne5 Bxe5 Qxe5 Qd6 Rfe1 Qxe5 Rxe5 f4 Be4 Rd7 Re1 fxg3 hxg3 Rf7 Re2 Bg4 Rh2 h5 d5 cxd5 Rexh5+ Bxh5 Rxh5+ Kg8 Rh8#
Rated Blitz game;0-1;2013.01.02;10:22:00;1858;1745;B32;Sicilian Defense: Open #2;420+0;Checkmate;e4 c5 Nf3 Nc6 d4 cxd4 Bb5 Qa5+ Qd2 Qxb5 Nxd4 Nxd4 Qxd4 e5 Qd1 Nf6 Nc3 Bb4 Bd2 Bxc3 Bxc3 Nxe4 Qf3 Nxc3 Qxc3 O-O O-O-O a5 Rhe1 f6 Re3 d5 Rg3 Be6 f4 d4 Qf3 Rac8 fxe5 fxe5 Qh5 Qc4 c3 Qxa2 Qxe5 Qa1+ Kd2 Qxb2+ Ke1 Qf2#
Rated Blitz game;1-0;2013.01.02;10:22:10;1339;1259;A10;English Opening: Anglo-Scandinavian Defense;60+10;Checkmate;c4 d5 cxd5 Qxd5 Nc3 Qd8 g3 e5 Bg2 Nc6 e4 Nf6 d3 Nd4 Nf3 Bg4 O-O Qd7 h3 Bxh3 Nxd4 exd4 Nd5 Nxd5 exd5 Bxg2 Kxg2 Qxd5+ Kg1 O-O-O a3 f5 b4 Bd6 Re1 Rhf8 Bg5 Rd7 Rb1 f4 gxf4 Bxf4 Bxf4 Rxf4 Re8+ Rd8 Rxd8+ Qxd8 b5 Qg5+ Kf1 Qf5 Rb2 g5 Qe2 g4 Qe8#
Rated Blitz game;1-0;2013.01.02;10:22:23;1518;1431;C10;French Defense: Rubinstein Variation;300+0;Checkmate;d4 d5 Nc3 e6 e4 dxe4 Nxe4 Nc6 Bb5 Bd7 Be3 a6 Bxc6 Bxc6 Nc5 Bxg2 Nxb7 Bxb7 Nf3 Nf6 Rg1 Ng4 h3 Nxe3 fxe3 Bxf3 Qxf3 Qf6 Qxa8+ Qd8 Qc6+ Qd7 Qxa6 g6 O-O-O Be7 Qa8+ Bd8 h4 O-O h5 Bg5 Qh1 Bxe3+ Kb1 Bxg1 Rxg1 Qxd4 hxg6 fxg6 a3 e5 Rd1 Qf4 Qd5+ Kg7 Qd7+ Rf7 Qc6 e4 Rd7 Rxd7 Qxd7+ Qf7 Qd4+ Kg8 Qxe4 h5 a4 Kh7 a5 Qf1+ Ka2 Qf7+ b3 Kh6 a6 c5 Qe3+ g5 Qxc5 Qc7 Qxc7 h4 Qh2 Kh5 Kb2 g4 Kc3 g3 Qh3 g2 Qxg2 h3 Qh2 Kh4 Kd3 Kh5 Ke3 Kh6 Kf3 Kh5 Kg3 Kg5 Kf3 Kf5 Qxh3+ Ke5 Ke3 Kd5 Qf5+ Kd6 Kd4 Kc7 Kc5 Kb8 Kc6 Ka7 Kb5 Ka8 Kb6 Kb8 Qf8#
Rated Classical game;1-0;2013.01.02;10:22:28;1498;1556;C41;Philidor Defense: Exchange Variation #2;1200+0;Checkmate;e4 e5 Nf3 d6 d4 exd4 Nxd4 b6 Bb5+ Bd7 Nc3 a6 Nc6 Nxc6 Ba4 b5 Bb3 Qf6 Nd5 Qd8 O-O Na5 c3 Be6 Bc2 Nf6 Re1 g6 Bg5 Be7 Qf3 Bg4 Qf4 Be6 Bxf6 Bxf6 Nxf6+ Kf8 Qh6+ Ke7 Nd5+ Bxd5 exd5+ Kd7 Qh3+ f5 Bxf5+ gxf5 Qxf5#
Rated Bullet game;0-1;2013.01.02;10:22:28;1701;1684;D44;Semi-Slav Defense: Botvinnik Variation;120+0;Resignation;d4 d5 c4 c6 Nc3 Nf6 Bg5 e6 Nf3 dxc4 e4 b5 e5 h6 exf6 hxg5 fxg7 Bxg7 Be2 Nd7 Qd2 Nb6 Qxg5 Bf6 Qe3 Nd5 Nxd5 cxd5 O-O-O Qa5 Qa3 Qxa3 bxa3 Be7 Kb2 a5 h3 b4 axb4 axb4 Ne5 Bb7 f3 f6 Ng4 Kd7 Nf2 Ra5 Ra1 Rha8 g4 e5 dxe5 fxe5 f4 exf4 h4 Bf6+ Kc2 b3+ Kd2 Bxa1 Rxa1 Rxa2+ Rxa2 bxa2
Rated Classical game;0-1;2013.01.02;10:21:08;1478;1627;C00;Queen's Pawn Game: Franco-Sicilian Defense;300+8;Resignation;e4 c5 d4 e6 Be3 d5 dxc5 Qa5+ c3 Bxc5 Bxc5 Qxc5 Na3 Nf6 exd5 Qxd5 Qxd5 Nxd5 Nb5 Nc6 c4 a6 cxd5 axb5 dxc6 bxc6 Rc1 Bb7 a3 O-O Nf3 Rac8 Ne5 c5 Nd7 Rfd8 Nxc5 Bd5 Bxb5 Bxg2 Rg1 Bf3 Bd7 Rxd7 Nxd7 Rxc1+ Kd2 Rxg1 b4 Rd1+ Kc2 Rxd7 Kb3 Bc6 a4 Rd3+ Kc4 Rd2 b5 Rc2+ Kb4 Bd5 a5 Kf8 b6 Ke7 Kb5 Kd7 a6 Kc8 a7 Kb7 a8=Q+ Kxa8 Ka6 Bb7+ Kb5 Rb2+ Kc5 Rxb6
Rated Blitz game;1-0;2013.01.02;10:23:09;1658;1668;E10;Indian Game: Anti-Nimzo-Indian;240+0;Resignation;d4 e6 c4 Nf6 Nf3 Be7 Nc3 O-O e4 a5 a3 Na6 e5 Ng4 h3 Nxf2 Kxf2 Bh4+ Nxh4 Qxh4+ g3 Qe7 Bg2 f5 Bf4 c6 Ne2 Rb8 Qd2 b5 c5 b4 axb4 Nxb4 Rxa5 Qd8 Rha1 Nd5 Bxd5 cxd5 b4 Qe8 b5 Qh5 Kg2 h6 b6 g5 Be3 f4 Bf2 f3+ Kh2 fxe2 Qe3 Rf3 Qxe2 g4 h4 Qf5 Rf1 Bb7 Ra2 Ra8 Rxa8+ Bxa8 Kg2 Bc6 Be1 Rxf1 Qxf1 Qe4+ Kh2 Qxd4 Bf2 Qd2 Kg2 d4+ Kg1 d3 Qe1 Qxe1+ Bxe1 Kf7 Bd2 h5 Kf2 Kg6 Ke3 Kf5 Kd4 Bd5 Kxd3 Kxe5 Bf4+ Kf5 Kd4 Bc6 Be5 Bd5 Bf4 Bc6 Bd6 Bd5 Be7 Bc6 Bg5 e5+ Kd3 Ke6 Ke3 Kd5 Be7 e4 Bd6 Kc4 Be7 Kc3 Bf6+ Kc2 Bd4 Kd1 Kf4 Ke2 Be3 Kf1 Bd4 Kg2 Be3 Bd5 Bd4 Bc6 Be3 Kf1 Bd4 Ke2 Be3 Bd5 Bd4 Kd3 Be3 Kc4 Bd4 Bc6 Be3 Kd5 Kg5 Kc4 Kxh5 Kd3 Bg1 e3 Kxg4 e2 Bf2 Kd2 h5 e1=Q Bxe1+ Kxe1 h6 Be4 h7 Kf2
Rated Classical game;1-0;2013.01.02;10:23:23;1596;1618;C20;King's Pawn Game: Napoleon Attack;1800+0;Checkmate;e4 e5 Qf3 d6 Bc4 Nf6 h3 Nc6 Ne2 a6 a3 Qe7 Nbc3 Be6 Bxe6 Qxe6 O-O O-O-O d3 d5 exd5 Nxd5 Nxd5 Rxd5 Nc3 Rd7 Be3 f6 b4 Nd4 Bxd4 Rxd4 b5 axb5 Nxb5 Rd5 Rab1 c6 Na7+ Kc7 Rb3 Bc5 Rfb1 b6 a4 Ra8 a5 bxa5 Rb7+ Kd6 c4 Rd4 Qxc6#
Rated Blitz game;0-1;2013.01.02;10:24:13;1665;1500;D11;Slav Defense: Modern Line;180+3;Resignation;d4 d5 Nf3 c6 c4 Bg4 Ne5 Bh5 Nc3 e6 Bf4 Bb4 Qc2 Nf6 e3 Ne4 a3 Bxc3+ bxc3 Qa5 Bd3 Qxc3+ Qxc3 Nxc3 cxd5 Nxd5 Bg3 Nd7 Nxd7 Kxd7 O-O Bg6 Bxg6 hxg6 Be5 f6 Bg3 Rh6 Rab1 b6 Rfc1 Rah8 h3 g5 Rb2 g4 h4 g6 Rbc2 g5 Rxc6 gxh4 Bh2 g3 fxg3 hxg3 Bxg3 Rh1+ Kf2 Rxc1 Rxc1 Rc8 Rxc8 Kxc8 Bh4 f5 Kf3 Nc3 Kf4 Nb1 a4 Nc3 Ke5 Kd7 a5 bxa5 Be1 Nd5 Bxa5 Nxe3 g3 Nc4+ Kf4 Nxa5
Rated Classical game;1-0;2013.01.02;10:24:32;1411;1465;C41;Philidor Defense: Nimzowitsch Variation;660+11;Time forfeit;e4 e5 Nf3 d6 d4 Nf6 dxe5 Nxe4 Qe2 Bf5 exd6 cxd6 Nh4 Qxh4 g3 Qf6 f3 Qe6 fxe4 Bxe4 Rg1 d5 c3 Bc5 Be3 Bxe3 Qxe3 O-O Nd2 Re8 O-O-O Nc6 Nxe4 Rad8 Bb5 dxe4 Rge1 Rxd1+ Kxd1 Rd8+ Kc1 a6 Bxc6 bxc6 Qxe4 Qxa2 Qe8+
Rated Blitz game;0-1;2013.01.02;10:24:33;1417;1441;C40;King's Pawn Game: Damiano Defense;240+0;Time forfeit;e4 e5 Nf3 f6 Bc4 Ne7 a3 g6 h3 c6 O-O b5 Ba2 Ba6 d3 f5 Be3 f4 Bc5 h6 Nxe5 d6 Bxd6 Qxd6 Nf3 g5 Nc3 Ng6 Bb3 Nh4 Nxh4 gxh4 Qg4 Be7 Qg7 Qf6 Qxf6 Bxf6 Ne2 c5 c3 Bg5 Bd5 Rh7 Bxa8 c4 dxc4 bxc4 Bd5 Nd7 g3 hxg3 fxg3 fxg3 Nxg3 Bh4 Nf5 Bg5 Nd6+ Ke7 Nf5+ Ke8 Bc6 Bc8 Bxd7+ Bxd7 Nd6+ Ke7 e5 Bxh3 Rf3 Bg4 Rg3 Be6 Rf1 Rg7 Nf5+ Bxf5 Rxf5 Be3+
Rated Bullet game;0-1;2013.01.02;10:25:11;2028;1974;C50;Italian Game: Giuoco Pianissimo;60+1;Resignation;e4 e5 Nf3 Nc6 Bc4 Bc5 d3 h6 Nc3 Nf6 Be3 Bxe3 fxe3 d6 O-O O-O Qe1 Re8 Nh4 a6 a3 b5 Ba2 Be6 Nf5 Bxf5 Rxf5 Ne7 Rf3 Ng6 Qf2 Rf8 Rf1 c6 Qg3 Kh7 Rf5 Ra7 d4 Qb6 Rxf6 gxf6 Rxf6 Qd8 Qf3 Kg7 Qf5 Qxf6
Rated Classical game;1/2-1/2;2013.01.02;10:26:06;1525;1324;C02;French Defense: Advance Variation #3;1200+0;Draw;e4 d5 e5 e6 d4 Nc6 Bb5 Qh4 Bxc6+ bxc6 c3 Qe4+ Kf1 Ba6+ Ne2 Bxe2+ Qxe2 g6 Qxe4 dxe4 Ke2 f5 f3 Bh6 fxe4 fxe4 Bxh6 Nxh6 Ke3 Ng4+ Ke2 O-O Rf1 Nxh2 Rxf8+ Rxf8 Nd2 Ng4 Rf1 h5 Rxf8+ Kxf8 Nxe4 h4 Kf3 Nh6 Kf4 Kg7 Kg5 Nf5 Nc5 Ne3 Kxh4 Nxg2+ Kg5 Ne3 Nxe6+ Kf7 Nxc7 Nc4 e6+ Ke7 b3 Nd6 Kxg6 Ne8 b4 Nxc7 c4 Nxe6 d5 cxd5 cxd5 Nc7 a4 Nxd5 b5 Nb6 a5 Na4 b6 axb6 axb6 Nxb6
Rated Classical game;0-1;2013.01.02;10:26:23;1673;1677;D00;Queen's Pawn Game;480+5;Resignation;d4 d5 h3 f6 Nf3 Nc6 a3 e5 c3 Bf5 Nbd2 Bd6 dxe5 fxe5 Nb3 Nge7 Bg5 h6 Bh4 g5 Bg3 Qd7 e3 O-O-O Bb5 e4 Bxd6 Qxd6 Nfd4 Nxd4 Nxd4 Rhf8 Qa4 Kb8 Be2 Qf6 Qb3 Bxh3 f3 exf3 gxf3 Bg2 Rg1 Bh3 O-O-O h5 Ba6 Qxa6 Rxg5 Qh6 f4 c5 Nb5 Qe6 Re5 Qf7 Qa4 Nc6 Rg5 a6 Nd4 cxd4 cxd4 Qe6 Re1 Bg4 Kb1 Rxf4 Ka1 Re4 Qb3 Nxd4 Qc3 Rc8 Qd3 Nc2+ Ka2 d4+ Qb3 Nxe1 Qxe6 Rxe6 exd4 Nc2 d5 Re2 d6 Be6+ Kb1
Rated Classical game;0-1;2013.01.02;10:26:36;1318;1455;B00;Nimzowitsch Defense: Williams Variation;540+0;Time forfeit;e4 Nc6 Nf3 d6 Nc3 Bg4 h3 Bd7 Nd5 e6 Nf4 Nf6 d3 Be7 Qd2 O-O Be2 e5 Nd5 b6 Nxf6+ Bxf6 d4 exd4 c3 dxc3 bxc3 Re8 Bd3 Qe7 O-O Qe6 Ba3 h6 Rfe1 Na5 c4 Nxc4 Bxc4 Qxc4 e5 dxe5 Qxd7 Rad8 Qf5 e4 Rac1 Bc3 Rxc3 Qxc3 Rc1 Qxa3 Ne5 Qxc1+ Kh2 Rxe5 Qxe5 Qe1 Qe7 Rf8 Qxc7 Qxf2 Qxa7 Qb2 Qe7 Qd4 Qh4 Qd3 Qg3 Qxg3+ Kxg3 Re8 Kf2 e3+ Ke2 f6 g4 g5 a4 Kg7 a5 bxa5
Rated Classical game;1-0;2013.01.02;10:27:01;1578;1496;A10;English Opening;300+5;Resignation;c4 b6 Nc3 c5 Nf3 a6 g3 Nc6 Bg2 Bb7 O-O e6 Ne5 Qc8 Nxc6 Bxc6 Qc2 Bxg2 Kxg2 Qc6+ f3 Ne7 h4 b5 cxb5 axb5 a3 b4 Nd1 Nd5 Ne3 Be7 Nxd5 Qxd5 e4 Qd6 d3 e5 Be3 Qg6 Bf2 Bxh4 Qxc5 Be7 Qxe5 O-O Qxe7 bxa3 Rxa3 Rab8 Bc5 h5 Qh4 Rfe8 b4 Qh7 Bd6 Rb6 e5 Qxd3 Rxd3 f6 Qxh5 fxe5 Bxe5 Rh6 Qg5 Rh7 Rh1 Rxe5 Qxe5 Rxh1 Kxh1 g5 Qxg5+ Kf7
Rated Blitz game;0-1;2013.01.02;10:27:06;1503;1250;A00;Van't Kruijs Opening;60+10;Checkmate;e3 e5 b3 d5 Nf3 e4 Nd4 Bb4 Bb2 Nf6 a3 c5 Ne2 Ba5 h3 O-O Bc3 Nc6 Bxa5 Qxa5 Nf4 d4 exd4 Nxd4 Nc3 b5 Ncd5 Nxd5 Nxd5 b4 axb4 Nxc2+ Qxc2 Qxa1+ Ke2 Rd8 Qxc5 Ba6+ b5 Rac8 Ne7+ Kh8 Nxc8 Rxc8 Qxa7 Bxb5+ Ke3 Qxa7+ Kxe4 Qe7+ Kd4 Rd8+ Kc3 Qc5+ Kb2 Rxd2+ Kb1 Qc2+ Ka1 Qc1#
Rated Classical game;0-1;2013.01.02;10:27:12;1153;1341;C20;King's Pawn Game: Wayward Queen Attack;840+0;Time forfeit;e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 d3 Bg7 Bg5 O-O Nh3 d6 Qe2 Nd4 Qd2 h6 Bh4 Bxh3 gxh3 Qd7 Bg3 Qxh3 c3 Nf3+
Rated Correspondence game;1-0;2013.01.02;10:28:01;1033;?;A40;Queen's Pawn;-;Time forfeit;d4 c6 f4 Qa5+ Bd2 Qb6 Bc1 Qa5+ c3 Na6 e3 Nc7 Bd3 Nd5 Nf3 Nxe3 Bxe3 Qb6 d5 Qxb2 Nbd2 Qxc3 Rc1 Qxd3 Bxa7 Qa3
Rated Classical game;1-0;2013.01.02;10:26:47;1981;1831;D02;Queen's Pawn Game: Chigorin Variation;480+15;Resignation;d4 d5 Nf3 Nc6 e3 Bf5 Bb5 e6 Ne5 Ne7 O-O a6 Bxc6+ Nxc6 f4 Be7 c3 Bxb1 Rxb1 O-O Qg4 Bd6 Rf3 f5 Qh5 Bxe5 fxe5 Qe8 Qh4 Ne7 Rh3 h6 Bd2 b5 Rf1 Ng6 Qg3 Rc8 Rf3 c5 Qf2 Kf7 g4 Ke7 gxf5 exf5 Rxf5 Rxf5 Qxf5 Rc6 Rg3 c4 e4 dxe4 Qxe4 Re6 h4 h5 Bg5+ Kf8 Rf3+ Kg8 Qd5 Kh7 Qe4 a5 Rf5 b4 Qf3 bxc3 Qxh5+ Kg8 bxc3 a4 Qe2 Qb5 h5 Nh8 Qf1 Qe8 Qxc4 Nf7 Bc1 Kh8 Ba3 Nh6 Rf8+
Rated Bullet game;1-0;2013.01.02;10:28:39;1987;2016;B15;Caro-Kann Defense: Main Line;60+1;Resignation;e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Ng3 h5 h3 h4 Ng3e2 Bf5 Nf3 e6 Bf4 Be7 Nc3 Qb6 Rb1 Nbd7 Bd3 Bxd3 Qxd3 Nd5 Nxd5 cxd5 c3 Nf6 O-O Ne4 Nd2 Nxd2 Qxd2 a5 Rfe1 a4 Re2 Qc6 Bg5 Qc7 Rbe1 Bxg5 Qxg5 Qe7 Qxd5 O-O Qh5 a3 b3 Rac8 c4 Rcd8 d5
Rated Blitz game;0-1;2013.01.02;10:23:32;1552;1874;C02;French Defense: Advance Variation, Nimzowitsch System;180+1;Checkmate;d4 e6 e4 d5 e5 c5 Nf3 Nc6 Bb5 Qb6 Bxc6+ bxc6 Nc3 cxd4 Nxd4 c5 Nf3 Bd7 O-O Ne7 Qd3 Ng6 Ng5 Be7 b3 Nxe5 Qe3 Ng6 Ne2 O-O Bb2 d4 Qg3 Bd6 Qh3 h6 Nf3 Rad8 Qh5 e5 Nd2 Bc6 c3 Qb7 Qg4 Bd7 Qh5 Kh7 cxd4 cxd4 Nf3 Kg8 Nh4 Nxh4 Qxh4 Rc8 Ng3 Rc2 Rab1 f5 Qh5 Bc8 h3 f4 Nh1 Qf7 Rfc1 Qxh5 Rxc2 Bf5 Rcc1 Bxb1 Rxb1 Qe2 f3 Qc2 Kh2 Qxb1 Nf2 Qxb2 Ng4 Qxa2 h4 Qxb3 Kh3 h5 Kh2 hxg4 fxg4 Qg3+ Kh1 Qxg4 Kg1 a5 Kh1 d3 Kg1 e4 Kf1 e3 Kg1 a4 g3 f3 Kh2 Qxg3+ Kh1 Qxh4+ Kg1 g5 Kf1 g4 Kg1 g3 Kf1 g2+ Kg1 Qf2#
Rated Blitz game;1-0;2013.01.02;10:26:33;1617;1178;C23;Bishop's Opening;360+0;Time forfeit;e4 e5 Bc4 Qf6 d3 Bc5 Qf3 Qxf3 Nxf3 Nf6 h3 O-O Nxe5 d6 Nf3 c6 a3 d5 exd5 cxd5 Bb3 Re8+ Kf1 Nc6 Nc3 Nd4 Nxd5 Nxf3 gxf3 Nxd5 Bxd5 h6 c3 Rd8 c4 b5 b3 bxc4 bxc4 Rb8 Be3 Bxe3 fxe3 Rb3 Ke2 g5 h4 gxh4 Rxh4 Kh7 Rf4 Kg7 Rxf7+ Kg6 Rg1+ Kh5 Rxa7 Rb2+ Kd1 Rb1+ Kd2 Rxg1 Rh7 Rg2+ Kc3 Ba6 Bf7+ Kh4 Rxh6+ Kg5 Rg6+ Kf5 Rxg2 Rd7 e4+ Kf6 Bd5
Rated Blitz game;0-1;2013.01.02;10:29:45;1561;1642;C55;Italian Game: Anti-Fried Liver Defense;300+2;Time forfeit;e4 e5 Nf3 Nc6 Bc4 h6 O-O Nf6 d3 Bd6 a3 Ne7 Be3 c6 Nc3 Bc7 d4 d5 dxe5 Ng4 exd5 Nxe3 fxe3 cxd5 Bb5+ Bd7 Bxd7+ Qxd7 e4 dxe4 Qxd7+ Kxd7 Rad1+ Ke8 Nxe4 b6 Rfe1 Rd8 Nd6+ Kf8 Nh4 g5 Nf3 Ng6 Nb7 Rxd1 Rxd1 Nxe5 Nxe5 Bxe5 c3 Ke7 Re1 f6 Re4 Rb8 Nc5 bxc5 Rc4 Rxb2 Kf1 Bd6 a4 Ra2 h3 Ke6 g4 Kd5
Rated Classical game;1-0;2013.01.02;10:30:14;1668;1178;C40;King's Pawn Game: Damiano Defense;900+0;Time forfeit;e4 e5 Nf3 f6 d4 d6 dxe5 dxe5 Qxd8+ Kxd8 Nc3 Be6 Bd3 Nc6 O-O a6 Rd1 Ke7 Be3 g5 Nd5+ Kf7 Nxc7 Rc8 Nxe6 Kxe6 Bc4+ Ke7 Bc5+ Ke8 Bxf8 Kxf8 Rd2 Nb4 a3 Nxc2 Rxc2 Nh6 h3 Kg7 Rac1 Rhd8 h4 g4 Ne1 Rd4 f3 gxf3 gxf3 Rg8 Bxg8
Rated Blitz game;1-0;2013.01.02;10:32:03;1423;1527;B07;Pirc Defense #4;300+0;Checkmate;e4 d6 a3 Be6 h3 g6 Qf3 Bg7 Nc3 Nf6 d4 c6 e5 dxe5 dxe5 Nd5 Bf4 Nxc3 Qxc3 Nd7 Nf3 f6 exf6 Bxf6 Be5 Nxe5 Nxe5 Bd5 Qe3 Qa5+ c3 O-O-O Nf7 Bxc3+ Qxc3 Qxc3+ bxc3 Bc4 Bxc4 Rd1+ Rxd1 b5 Nxh8 bxc4 O-O e5 Rfe1 e4 Rxe4 h5 Rxc4 g5 Rxc6+ Kb7 Rh6 h4 Rd7+ Kc8 Rg7 g4 Ng6 gxh3 Rh8#
Rated Blitz game;1-0;2013.01.02;10:30:44;1470;1462;C23;Bishop's Opening;180+0;Checkmate;e4 e5 Bc4 Bd6 Qf3 Nh6 d3 O-O Bxh6 gxh6 Qg3+ Qg5 Ne2 c6 O-O b5 Bb3 a5 a3 c5 c4 Ba6 h4 Qxg3 Nxg3 b4 axb4 cxb4 Nf5 Bc5 Nxh6+ Kh8 Nf5 Nc6 Nd2 Nd4 Nxd4 Bxd4 Rxa5 f5 Ra2 fxe4 Nxe4 Rf7 Ng5 Rf4 g3 Rg4 Kg2 Bb7+ f3 Rxg5 hxg5 Rg8 c5 Rxg5 Ra7 Bc6 Ra5 e4 dxe4 Bxc5 Bd5 Bxd5 Rxc5 Rg8 Rxd5 Rc8 Rxd7 Rc2+ Rf2 Rxf2+ Kxf2 h5 Rd4 b3 Rb4 Kg7 Rxb3 Kf6 Rb5 Ke6 Rd5 h4 gxh4 Kf6 b3 Ke6 b4 Kf6 b5 Ke6 b6 Kf6 b7 Ke6 b8=Q Kf6 Qb6+ Kf7 Rd7+ Ke8 Qd8#
Rated Blitz game;1-0;2013.01.02;10:32:32;1714;1775;D00;Queen's Pawn Game;240+0;Resignation;d4 d5 c3 c6 Nd2 Bf5 Ngf3 Nf6 g3 e6 Bg2 Bd6 O-O Qc7 Re1 Nbd7 b4 O-O-O a4 h5 b5 Rdg8 bxc6 bxc6 Ba3 g5 Bxd6 Qxd6 Ne5 Nxe5 dxe5 Qxe5 e4 Nxe4 Nxe4 Bxe4 Bxe4 dxe4 Qe2 f5 Rab1 f4 Qa6+ Kd7 Qxa7+ Kc8 Red1 Qc7 Qa8+
Rated Bullet game;1-0;2013.01.02;10:32:52;1681;1586;C50;Italian Game: Schilling-Kostic Gambit;60+2;Checkmate;e4 e5 Nf3 Nc6 Bc4 Nd4 O-O h6 Nxe5 d5 Bxd5 Bc5 Nxf7 Qe7 Qh5 Nf6 Qg6 Rf8 Ne5+ Kd8 Nf7+ Rxf7 Qxf7 Qxf7 Bxf7 Nxc2 Na3 Nxa1 e5 Bxa3 bxa3 Nd7 Bg6 Nxe5 Be4 Be6 Bb2 Ng4 Bxg7 h5 Bxa1 h4 Bxb7 Rb8 Bf3 Nh6 Bg7 Nf5 Bf6+ Kc8 Re1 Bxa2 Bg4 Kb7 Bxf5 Ka6 Bd3+ Ka5 Bc3+ Ka4 Ra1 Kxa3 Bc4 Ka4 Rxa2#
Rated Classical game;0-1;2013.01.02;10:33:13;1362;1301;C00;French Defense: Knight Variation;480+8;Time forfeit;e4 e6 Nf3 d5 exd5 exd5 Be2 d4 O-O c5 Re1 Be7 Bc4 h6 d3 Nf6 Bf4 O-O Bxb8 Rxb8 c3 a6 cxd4 cxd4 b3 Bg4 Nbd2 Bb4 Re2 Bxf3
Rated Classical game;1-0;2013.01.02;10:33:33;1639;1525;A00;Polish Opening;480+5;Resignation;b4 e5 b5 c6 a4 a6 Bb2 Bd6 c4 cxb5 axb5 Nf6 e3 O-O Nf3 e4 Nd4 Be5 Be2 d5 c5 Bd7 b6 Nc6 Nxc6 Bxc6 Bxe5 Qe7 Bd6 Qe6 Bxf8 Rxf8 O-O Bd7 Ra3 Qe5 d4 Qg5 Kh1 Ng4 Bxg4 Bxg4 Qe1 f5 Nd2 Rf6 f3 Bh5 Qg3 Qh6 Qf4 Qxf4 exf4 Be8 fxe4 fxe4 Re3 a5 Nb1 Bb5 Rf2 Rf8 g3 Bd7 Na3 g5 Kg2 h5 h4 g4 Rb2 Kf7 Nb5 Ke6 Ra3 Bxb5 Rxb5 Kf5 Rbxa5 Rb8 Ra8 Rxa8 Rxa8 e3 Kf1 Ke4 Ra4 Kf3 Ra3 Kxg3 Rxe3+ Kxf4 Ra3 g3 c6
